# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri May 12 10:14:28 2023
#
# User preference: *
#
# CONSTRAINT:  where (koi_pdisposition like '%CANDIDATE%'
# CONSTRAINT:  and koi_count >= 2)
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_count:      Number of Planets
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
kepid,kepoi_name,kepler_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_count,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
6382217,K02036.02,Kepler-353 b,CANDIDATE,5.795294950,3.6230000e-05,-3.6230000e-05,1.05,6.000e-02,-7.000e-02,2,0.5390,0.0300,-0.0380,0.5520,0.0310,-0.0380
9634821,K02037.01,,CANDIDATE,73.757887500,4.3040000e-04,-4.3040000e-04,4.28,2.210e+00,-6.600e-01,3,0.9300,0.4810,-0.1440,0.8470,0.0680,-0.0490
9634821,K02037.03,,CANDIDATE,8.562672660,4.3080000e-05,-4.3080000e-05,2.26,1.170e+00,-3.500e-01,3,0.9300,0.4810,-0.1440,0.8470,0.0680,-0.0490
8950568,K02038.01,Kepler-85 b,CANDIDATE,8.305377020,3.9370000e-05,-3.9370000e-05,1.69,1.800e-01,-1.300e-01,4,0.8730,0.0900,-0.0680,0.8700,0.0550,-0.0490
3326377,K01830.01,Kepler-967 b,CANDIDATE,13.227140560,2.7280000e-05,-2.7280000e-05,2.22,1.500e-01,-1.200e-01,2,0.8000,0.0540,-0.0430,0.8250,0.0460,-0.0460
11601584,K01831.01,Kepler-324 c,CANDIDATE,51.809827600,2.2940000e-04,-2.2940000e-04,2.60,1.900e-01,-1.600e-01,4,0.8260,0.0610,-0.0500,0.8440,0.0490,-0.0440
11601584,K01831.02,Kepler-324 b,CANDIDATE,4.385364280,1.3660000e-05,-1.3660000e-05,1.15,9.000e-02,-7.000e-02,4,0.8260,0.0610,-0.0500,0.8440,0.0490,-0.0440
11601584,K01831.03,Kepler-324 d,CANDIDATE,34.205785079,,,1.10,9.000e-02,-6.000e-02,4,0.8260,0.0610,-0.0500,0.8440,0.0490,-0.0440
11601584,K01831.04,Kepler-324 e,CANDIDATE,13.979450550,3.9170000e-05,-3.9170000e-05,1.97,1.500e-01,-1.200e-01,4,0.8260,0.0610,-0.0500,0.8440,0.0490,-0.0440
4263293,K01895.01,Kepler-331 b,CANDIDATE,8.457466360,3.0530000e-05,-3.0530000e-05,1.87,1.600e-01,-1.600e-01,3,0.5240,0.0450,-0.0450,0.5370,0.0430,-0.0430
4263293,K01895.02,Kepler-331 c,CANDIDATE,17.281169570,8.9970000e-05,-8.9970000e-05,2.04,1.700e-01,-1.800e-01,3,0.5240,0.0450,-0.0450,0.5370,0.0430,-0.0430
4263293,K01895.03,Kepler-331 d,CANDIDATE,32.134001400,2.5470000e-04,-2.5470000e-04,1.84,1.500e-01,-1.600e-01,3,0.5240,0.0450,-0.0450,0.5370,0.0430,-0.0430
9650808,K01970.01,Kepler-344 b,CANDIDATE,21.964016460,6.9640000e-05,-6.9640000e-05,2.57,7.200e-01,-3.100e-01,2,0.9580,0.2680,-0.1150,0.9370,0.1250,-0.1020
9650808,K01970.02,Kepler-344 c,CANDIDATE,125.602323000,1.1140000e-03,-1.1140000e-03,2.89,8.100e-01,-3.500e-01,2,0.9580,0.2680,-0.1150,0.9370,0.1250,-0.1020
8950568,K02038.02,Kepler-85 c,CANDIDATE,12.513533250,6.1510000e-05,-6.1510000e-05,1.88,1.900e-01,-1.500e-01,4,0.8730,0.0900,-0.0680,0.8700,0.0550,-0.0490
8950568,K02038.03,Kepler-85 d,CANDIDATE,17.913421500,2.1490000e-04,-2.1490000e-04,1.39,1.500e-01,-1.000e-01,4,0.8730,0.0900,-0.0680,0.8700,0.0550,-0.0490
8950568,K02038.04,Kepler-85 e,CANDIDATE,25.214914300,3.9920000e-04,-3.9920000e-04,1.19,1.300e-01,-9.000e-02,4,0.8730,0.0900,-0.0680,0.8700,0.0550,-0.0490
8804845,K02039.01,Kepler-1067 c,CANDIDATE,5.425869010,1.7670000e-05,-1.7670000e-05,1.48,2.000e-01,-8.000e-02,2,0.9340,0.1270,-0.0540,0.9810,0.0480,-0.0660
11709244,K01832.01,Kepler-325 b,CANDIDATE,4.544436472,6.7600000e-06,-6.7600000e-06,3.00,3.400e-01,-2.500e-01,3,0.9370,0.1050,-0.0780,0.9190,0.0520,-0.0460
11709244,K01832.02,Kepler-325 c,CANDIDATE,12.762205580,5.5480000e-05,-5.5480000e-05,3.18,3.500e-01,-2.700e-01,3,0.9370,0.1050,-0.0780,0.9190,0.0520,-0.0460
11709244,K01832.03,Kepler-325 d,CANDIDATE,38.714961700,2.5110000e-04,-2.5110000e-04,2.62,3.000e-01,-2.100e-01,3,0.9370,0.1050,-0.0780,0.9190,0.0520,-0.0460
11853878,K01833.01,Kepler-968 b,CANDIDATE,3.692986230,7.3160000e-06,-7.3160000e-06,1.74,1.500e-01,-1.500e-01,3,0.5720,0.0490,-0.0490,0.5750,0.0580,-0.0420
7047922,K01899.01,Kepler-1006 b,CANDIDATE,19.761692470,6.9830000e-05,-6.9830000e-05,2.81,9.400e-01,-6.200e-01,2,1.1750,0.3890,-0.2590,1.0640,0.2120,-0.1730
11253711,K01972.01,,CANDIDATE,17.791086670,4.4130000e-05,-4.4130000e-05,2.88,4.700e-01,-6.400e-01,2,1.3400,0.2210,-0.2940,0.9200,0.0690,-0.0620
7132798,K00220.01,Kepler-119 b,CANDIDATE,2.422084188,4.8300000e-07,-4.8300000e-07,3.55,7.500e-01,-3.200e-01,2,0.8300,0.1760,-0.0750,0.9280,0.0830,-0.1110
6026438,K02045.01,Kepler-354 b,CANDIDATE,5.476658010,1.3490000e-05,-1.3490000e-05,2.01,1.300e-01,-1.800e-01,3,0.7060,0.0460,-0.0610,0.7040,0.0700,-0.0580
9471268,K01835.01,Kepler-326 c,CANDIDATE,4.580346161,7.0380000e-06,-7.0380000e-06,1.38,9.000e-02,-7.000e-02,3,0.7890,0.0520,-0.0370,0.8200,0.0470,-0.0430
9471268,K01835.02,Kepler-326 b,CANDIDATE,2.248288213,2.6100000e-06,-2.6100000e-06,1.25,8.000e-02,-6.000e-02,3,0.7890,0.0520,-0.0370,0.8200,0.0470,-0.0430
9471268,K01835.03,Kepler-326 d,CANDIDATE,6.766907590,1.4380000e-05,-1.4380000e-05,1.31,9.000e-02,-6.000e-02,3,0.7890,0.0520,-0.0370,0.8200,0.0470,-0.0430
10657406,K01837.01,Kepler-969 b,CANDIDATE,34.173215600,1.2030000e-04,-1.2030000e-04,2.37,2.200e-01,-7.000e-02,2,0.8340,0.0770,-0.0260,0.9480,0.0190,-0.0710
10328393,K01905.01,Kepler-332 b,CANDIDATE,7.626354940,2.2020000e-05,-2.2020000e-05,1.21,8.000e-02,-5.000e-02,3,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480
9412760,K01977.01,Kepler-345 c,CANDIDATE,9.387406460,2.4540000e-05,-2.4540000e-05,1.69,1.200e-01,-5.000e-02,2,0.6460,0.0460,-0.0200,0.7100,0.0290,-0.0430
9412760,K01977.02,Kepler-345 b,CANDIDATE,7.415564710,5.3570000e-05,-5.3570000e-05,0.79,5.000e-02,-3.000e-02,2,0.6460,0.0460,-0.0200,0.7100,0.0290,-0.0430
6026438,K02045.02,Kepler-354 d,CANDIDATE,24.210197300,2.4610000e-04,-2.4610000e-04,1.50,1.000e-01,-1.300e-01,3,0.7060,0.0460,-0.0610,0.7040,0.0700,-0.0580
8956206,K02048.01,Kepler-1071 b,CANDIDATE,6.179985080,1.5530000e-05,-1.5530000e-05,2.12,1.400e-01,-1.100e-01,2,0.7910,0.0510,-0.0420,0.8110,0.0460,-0.0410
5856571,K01839.01,Kepler-971 b,CANDIDATE,9.590685860,2.4950000e-05,-2.4950000e-05,3.93,2.280e+00,-2.280e+00,2,1.6730,0.9710,-0.9710,0.8190,0.1220,-0.1000
7765528,K01840.01,Kepler-972 b,CANDIDATE,7.039329130,1.7470000e-05,-1.7470000e-05,4.67,8.000e-01,-7.300e-01,2,1.2400,0.2130,-0.1940,1.0640,0.0780,-0.0700
5706966,K01908.01,Kepler-333 b,CANDIDATE,12.551110990,3.5280000e-05,-3.5280000e-05,1.34,7.000e-02,-6.000e-02,2,0.5980,0.0290,-0.0290,0.6090,0.0330,-0.0330
5706966,K01908.02,Kepler-333 c,CANDIDATE,24.088417800,1.7630000e-04,-1.7630000e-04,1.16,5.000e-02,-6.000e-02,2,0.5980,0.0290,-0.0290,0.6090,0.0330,-0.0330
10130039,K01909.01,Kepler-334 c,CANDIDATE,12.758000920,3.6870000e-05,-3.6870000e-05,1.49,2.300e-01,-2.100e-01,3,1.0950,0.1700,-0.1550,0.9570,0.0790,-0.0570
10130039,K01909.02,Kepler-334 b,CANDIDATE,5.470333760,1.6590000e-05,-1.6590000e-05,1.15,1.800e-01,-1.600e-01,3,1.0950,0.1700,-0.1550,0.9570,0.0790,-0.0570
9518318,K01978.01,Kepler-346 b,CANDIDATE,6.511123850,1.0510000e-05,-1.0510000e-05,3.09,1.030e+00,-3.400e-01,2,1.0010,0.3330,-0.1110,1.0650,0.1450,-0.1450
9518318,K01978.02,Kepler-346 c,CANDIDATE,23.851633210,6.8210000e-05,-6.8210000e-05,3.37,1.120e+00,-3.700e-01,2,1.0010,0.3330,-0.1110,1.0650,0.1450,-0.1450
12301181,K02059.01,Kepler-1076 b,CANDIDATE,6.147283410,2.1460000e-05,-2.1460000e-05,0.79,6.000e-02,-3.000e-02,2,0.7460,0.0490,-0.0300,0.8060,0.0350,-0.0510
3937519,K00221.01,Kepler-495 b,CANDIDATE,3.413036353,6.2600000e-07,-6.2600000e-07,6.62,1.370e+00,-1.120e+00,2,1.0870,0.2240,-0.1840,0.8880,0.0610,-0.0350
5080636,K01843.01,Kepler-974 b,CANDIDATE,4.194496867,5.5870000e-06,-5.5870000e-06,1.57,9.000e-02,-1.200e-01,2,0.5220,0.0320,-0.0390,0.5550,0.0270,-0.0440
5080636,K01843.02,,CANDIDATE,6.355856820,3.9200000e-05,-3.9200000e-05,0.86,5.000e-02,-7.000e-02,2,0.5220,0.0320,-0.0390,0.5550,0.0270,-0.0440
3338885,K01845.01,Kepler-975 b,CANDIDATE,1.970340203,2.2760000e-06,-2.2760000e-06,3.97,2.570e+00,-2.340e+00,2,1.6670,1.0820,-0.9830,0.9510,0.1980,-0.1440
3338885,K01845.02,,CANDIDATE,5.058213380,4.7380000e-06,-4.7380000e-06,10.69,6.940e+00,-6.300e+00,2,1.6670,1.0820,-0.9830,0.9510,0.1980,-0.1440
10130039,K01909.03,Kepler-334 d,CANDIDATE,25.098508300,1.0200000e-04,-1.0200000e-04,1.59,2.400e-01,-2.300e-01,3,1.0950,0.1700,-0.1550,0.9570,0.0790,-0.0570
8226050,K01910.01,Kepler-1010 b,CANDIDATE,34.268574100,1.1320000e-04,-1.1320000e-04,2.44,1.100e-01,-2.000e-01,2,0.8720,0.0420,-0.0720,0.8150,0.0530,-0.0280
8257205,K01986.01,Kepler-1038 b,CANDIDATE,148.460181900,7.8020000e-04,-7.8020000e-04,3.61,2.400e-01,-1.700e-01,2,0.8210,0.0550,-0.0390,0.8680,0.0350,-0.0490
7265298,K02051.01,Kepler-355 c,CANDIDATE,25.762684600,1.3760000e-04,-1.3760000e-04,2.66,4.300e-01,-2.700e-01,2,1.0690,0.1740,-0.1070,1.0020,0.0680,-0.0560
7265298,K02051.02,Kepler-355 b,CANDIDATE,11.031783600,2.2800000e-04,-2.2800000e-04,1.45,2.400e-01,-1.400e-01,2,1.0690,0.1740,-0.1070,1.0020,0.0680,-0.0560
7132798,K00220.02,Kepler-119 c,CANDIDATE,4.125119350,1.9420000e-05,-1.9420000e-05,0.88,1.900e-01,-8.000e-02,2,0.8300,0.1760,-0.0750,0.9280,0.0830,-0.1110
2307415,K02053.01,Kepler-356 c,CANDIDATE,13.121621670,4.4830000e-05,-4.4830000e-05,1.99,3.600e-01,-2.900e-01,2,1.2770,0.2300,-0.1880,1.0940,0.1030,-0.0750
9101496,K01915.01,Kepler-335 b,CANDIDATE,6.562264830,1.8960000e-05,-1.8960000e-05,3.07,4.800e-01,-7.700e-01,2,1.8120,0.2810,-0.4570,1.2120,0.1330,-0.1330
6037581,K01916.01,Kepler-336 d,CANDIDATE,20.678763650,6.4100000e-05,-6.4100000e-05,2.42,4.000e-01,-4.100e-01,3,1.2720,0.2130,-0.2130,1.0880,0.0890,-0.0890
10723750,K00209.01,Kepler-117 c,CANDIDATE,50.790346480,2.3810000e-05,-2.3810000e-05,10.60,1.910e+00,-1.900e+00,2,1.4060,0.2530,-0.2530,1.1020,0.1220,-0.0810
6037581,K01916.02,Kepler-336 c,CANDIDATE,9.599932460,2.1390000e-05,-2.1390000e-05,2.08,3.500e-01,-3.500e-01,3,1.2720,0.2130,-0.2130,1.0880,0.0890,-0.0890
6037581,K01916.03,Kepler-336 b,CANDIDATE,2.024820500,1.0020000e-05,-1.0020000e-05,1.01,1.700e-01,-1.700e-01,3,1.2720,0.2130,-0.2130,1.0880,0.0890,-0.0890
11450414,K01992.01,Kepler-347 b,CANDIDATE,12.798317400,6.1080000e-05,-6.1080000e-05,2.88,4.100e-01,-6.800e-01,3,1.4510,0.2110,-0.3420,1.0000,0.0720,-0.0720
4736569,K01996.01,Kepler-1042 b,CANDIDATE,10.132005550,3.1750000e-05,-3.1750000e-05,1.67,1.100e-01,-1.100e-01,2,0.5610,0.0380,-0.0380,0.5610,0.0470,-0.0240
2307415,K02053.02,Kepler-356 b,CANDIDATE,4.612673600,1.2080000e-05,-1.2080000e-05,1.60,2.900e-01,-2.400e-01,2,1.2770,0.2300,-0.1880,1.0940,0.1030,-0.0750
3128552,K02055.01,Kepler-1073 b,CANDIDATE,8.678903120,2.3820000e-05,-2.3820000e-05,2.56,3.900e-01,-4.300e-01,4,1.1160,0.1690,-0.1860,0.9240,0.0620,-0.0430
8218379,K01920.01,Kepler-1014 b,CANDIDATE,16.570992650,4.0230000e-05,-4.0230000e-05,2.03,4.300e-01,-1.500e-01,2,0.7790,0.1640,-0.0590,0.8650,0.0830,-0.1020
9411166,K01922.01,Kepler-1016 b,CANDIDATE,1.954525966,3.2830000e-06,-3.2830000e-06,2.38,3.800e-01,-3.000e-01,3,1.1360,0.1800,-0.1470,1.0100,0.0730,-0.0610
9411166,K01922.02,,CANDIDATE,15.095213230,,,,,,3,,,,,,
6152974,K00216.01,Kepler-118 c,CANDIDATE,20.172024672,9.3350000e-06,-9.3350000e-06,6.24,2.700e-01,-5.500e-01,2,0.8640,0.0380,-0.0760,0.8110,0.0520,-0.0300
8160953,K01858.01,Kepler-985 b,CANDIDATE,116.331173900,6.1100000e-04,-6.1100000e-04,3.26,3.000e-01,-1.800e-01,2,0.8350,0.0770,-0.0450,0.8680,0.0480,-0.0530
8160953,K01858.02,,CANDIDATE,86.049055000,6.9980000e-03,-6.9980000e-03,2.06,8.000e-01,-2.300e-01,2,0.9970,0.3880,-0.1110,0.9810,0.1310,-0.0970
4157325,K01860.01,Kepler-416 b,CANDIDATE,6.319435530,1.2890000e-05,-1.2890000e-05,2.71,3.900e-01,-2.900e-01,4,1.0220,0.1480,-0.1080,0.9490,0.0670,-0.0550
4157325,K01860.02,Kepler-416 c,CANDIDATE,12.209517550,3.9320000e-05,-3.9320000e-05,2.61,3.700e-01,-2.800e-01,4,1.0220,0.1480,-0.1080,0.9490,0.0670,-0.0550
4157325,K01860.03,,CANDIDATE,3.076447090,1.0380000e-05,-1.0380000e-05,1.61,2.300e-01,-1.700e-01,4,1.0220,0.1480,-0.1080,0.9490,0.0670,-0.0550
10723750,K00209.02,Kepler-117 b,CANDIDATE,18.795912760,1.2310000e-05,-1.2310000e-05,7.39,1.330e+00,-1.330e+00,2,1.4060,0.2530,-0.2530,1.1020,0.1220,-0.0810
10136549,K01929.01,Kepler-337 c,CANDIDATE,9.693150230,2.7590000e-05,-2.7590000e-05,1.89,2.900e-01,-4.400e-01,2,1.4720,0.2290,-0.3440,1.0140,0.0930,-0.0840
12154526,K02004.01,Kepler-1047 b,CANDIDATE,56.188643600,2.6420000e-04,-2.6420000e-04,2.56,3.900e-01,-3.300e-01,3,1.1760,0.1820,-0.1490,1.0710,0.0660,-0.0660
11069176,K02007.01,Kepler-1050 b,CANDIDATE,15.378901400,1.3830000e-04,-1.3830000e-04,2.94,3.800e-01,-1.040e+00,2,2.1530,0.2720,-0.7600,1.2760,0.1130,-0.2100
10005758,K01783.01,Kepler-1662 b,CANDIDATE,134.478518900,1.7050000e-04,-1.7050000e-04,10.52,1.650e+00,-2.010e+00,2,1.3360,0.2090,-0.2560,0.9960,0.0930,-0.0700
2975770,K01788.01,Kepler-951 b,CANDIDATE,71.525439380,9.4700000e-05,-9.4700000e-05,5.76,2.200e-01,-3.500e-01,2,0.7780,0.0290,-0.0470,0.7690,0.0480,-0.0280
10136549,K01929.02,Kepler-337 b,CANDIDATE,3.292767970,1.1920000e-05,-1.1920000e-05,1.39,2.200e-01,-3.200e-01,2,1.4720,0.2290,-0.3440,1.0140,0.0930,-0.0840
5511081,K01930.01,Kepler-338 b,CANDIDATE,13.727103340,4.0680000e-05,-4.0680000e-05,2.38,1.600e-01,-1.300e-01,4,1.6930,0.1150,-0.0940,1.0860,0.0940,-0.0700
5511081,K01930.02,Kepler-338 c,CANDIDATE,24.311003100,1.0360000e-04,-1.0360000e-04,2.30,1.500e-01,-1.300e-01,4,1.6930,0.1150,-0.0940,1.0860,0.0940,-0.0700
5511081,K01930.03,Kepler-338 d,CANDIDATE,44.430405900,1.9110000e-04,-1.9110000e-04,2.61,1.700e-01,-1.500e-01,4,1.6930,0.1150,-0.0940,1.0860,0.0940,-0.0700
5511081,K01930.04,Kepler-338 e,CANDIDATE,9.341459250,4.4300000e-05,-4.4300000e-05,1.56,1.100e-01,-9.000e-02,4,1.6930,0.1150,-0.0940,1.0860,0.0940,-0.0700
10978763,K01931.01,Kepler-339 b,CANDIDATE,4.977604470,1.6940000e-05,-1.6940000e-05,1.75,2.400e-01,-2.400e-01,3,1.0230,0.1410,-0.1410,0.8700,0.0640,-0.0320
11069176,K02007.02,Kepler-1050 c,CANDIDATE,21.128565500,1.9970000e-04,-1.9970000e-04,2.88,3.600e-01,-1.020e+00,2,2.1530,0.2720,-0.7600,1.2760,0.1130,-0.2100
6152974,K00216.02,Kepler-118 b,CANDIDATE,7.518545370,4.9330000e-05,-4.9330000e-05,1.42,6.000e-02,-1.200e-01,2,0.8640,0.0380,-0.0760,0.8110,0.0520,-0.0300
8167996,K01867.01,Kepler-327 b,CANDIDATE,2.549562652,3.7430000e-06,-3.7430000e-06,1.11,7.000e-02,-1.100e-01,3,0.5060,0.0310,-0.0510,0.5130,0.0370,-0.0450
8167996,K01867.02,Kepler-327 d,CANDIDATE,13.969501810,2.1530000e-05,-2.1530000e-05,2.04,1.300e-01,-2.000e-01,3,0.5060,0.0310,-0.0510,0.5130,0.0370,-0.0450
8167996,K01867.03,Kepler-327 c,CANDIDATE,5.212301710,1.3090000e-05,-1.3090000e-05,1.04,6.000e-02,-1.100e-01,3,0.5060,0.0310,-0.0510,0.5130,0.0370,-0.0450
10978763,K01931.02,Kepler-339 d,CANDIDATE,10.558404790,8.5660000e-05,-8.5660000e-05,1.41,2.000e-01,-1.900e-01,3,1.0230,0.1410,-0.1410,0.8700,0.0640,-0.0320
10978763,K01931.03,Kepler-339 c,CANDIDATE,6.988009530,4.5070000e-05,-4.5070000e-05,1.39,1.900e-01,-1.900e-01,3,1.0230,0.1410,-0.1410,0.8700,0.0640,-0.0320
5202905,K01932.01,Kepler-340 c,CANDIDATE,22.824514400,2.3500000e-04,-2.3500000e-04,3.36,6.000e-01,-7.200e-01,2,1.8460,0.3260,-0.3990,1.4210,0.1090,-0.1640
5384079,K02011.01,Kepler-348 b,CANDIDATE,7.056751450,2.0520000e-05,-2.0520000e-05,1.68,3.200e-01,-2.100e-01,2,1.4020,0.2670,-0.1780,1.2590,0.1030,-0.1130
9839821,K02012.01,Kepler-1052 b,CANDIDATE,34.853690300,1.8840000e-04,-1.8840000e-04,2.40,5.700e-01,-2.000e-01,2,0.8480,0.1990,-0.0710,0.9370,0.0900,-0.1210
9758089,K01871.01,,CANDIDATE,92.729724800,3.9800000e-04,-3.9800000e-04,2.81,2.000e-01,-8.000e-02,2,0.6750,0.0460,-0.0210,0.7480,0.0270,-0.0430
4939346,K01873.01,Kepler-328 c,CANDIDATE,71.311659800,4.8670000e-04,-4.8670000e-04,4.94,1.500e+00,-5.900e-01,2,1.0690,0.3230,-0.1290,1.1610,0.1380,-0.1690
9973109,K02018.01,Kepler-1056 b,CANDIDATE,27.495634000,1.4850000e-04,-1.4850000e-04,2.11,6.100e-01,-3.700e-01,2,0.9110,0.2620,-0.1610,0.7620,0.1240,-0.0440
4349442,K01803.01,,CANDIDATE,4.539297295,,,2.34,1.400e-01,-1.000e-01,3,0.7240,0.0450,-0.0300,0.7830,0.0350,-0.0460
4644952,K01805.01,Kepler-319 c,CANDIDATE,6.941358240,1.0900000e-05,-1.0900000e-05,2.96,3.300e-01,-2.300e-01,3,0.8800,0.1000,-0.0670,0.8750,0.0550,-0.0500
4644952,K01805.02,Kepler-319 d,CANDIDATE,31.782111700,1.7690000e-04,-1.7690000e-04,2.08,2.300e-01,-1.600e-01,3,0.8800,0.1000,-0.0670,0.8750,0.0550,-0.0500
4644952,K01805.03,Kepler-319 b,CANDIDATE,4.362732330,1.2980000e-05,-1.2980000e-05,1.76,2.000e-01,-1.400e-01,3,0.8800,0.1000,-0.0670,0.8750,0.0550,-0.0500
8978528,K01874.01,Kepler-329 c,CANDIDATE,18.684837700,5.2690000e-05,-5.2690000e-05,1.93,1.100e-01,-1.100e-01,2,0.5450,0.0300,-0.0300,0.5590,0.0270,-0.0340
8978528,K01874.02,Kepler-329 b,CANDIDATE,7.416347010,2.7520000e-05,-2.7520000e-05,1.24,7.000e-02,-7.000e-02,2,0.5450,0.0300,-0.0300,0.5590,0.0270,-0.0340
9967771,K01875.01,Kepler-990 b,CANDIDATE,9.917242680,2.3750000e-05,-2.3750000e-05,2.85,4.200e-01,-5.500e-01,2,1.2070,0.1750,-0.2330,0.9320,0.0670,-0.0390
10005788,K01940.01,Kepler-1022 b,CANDIDATE,10.994708910,1.9160000e-05,-1.9160000e-05,1.71,1.500e-01,-1.700e-01,2,0.5860,0.0490,-0.0590,0.5730,0.0620,-0.0450
10005788,K01940.02,,CANDIDATE,6.736797320,,,,,,2,,,,,,
2832589,K01942.01,,CANDIDATE,10.849694770,2.7770000e-05,-2.7770000e-05,2.67,3.800e-01,-2.100e-01,2,0.7780,0.1120,-0.0600,0.8690,0.0600,-0.0950
2438513,K01944.01,Kepler-1777 b,CANDIDATE,12.184200060,4.1270000e-05,-4.1270000e-05,2.59,3.900e-01,-2.900e-01,2,1.0680,0.1610,-0.1200,0.9840,0.0720,-0.0650
8564674,K02022.01,Kepler-349 b,CANDIDATE,5.929722370,6.9850000e-05,-6.9850000e-05,1.92,2.900e-01,-1.000e-01,2,0.9560,0.1430,-0.0480,1.0350,0.0500,-0.0740
8564674,K02022.02,Kepler-349 c,CANDIDATE,12.247612100,2.3090000e-04,-2.3090000e-04,1.90,2.800e-01,-1.000e-01,2,0.9560,0.1430,-0.0480,1.0350,0.0500,-0.0740
8240797,K01809.01,Kepler-321 c,CANDIDATE,13.093909110,1.6100000e-05,-1.6100000e-05,2.20,3.400e-01,-1.200e-01,2,0.9560,0.1470,-0.0530,1.0220,0.0580,-0.0800
8240797,K01809.02,Kepler-321 b,CANDIDATE,4.915385452,7.4850000e-06,-7.4850000e-06,1.46,2.300e-01,-8.000e-02,2,0.9560,0.1470,-0.0530,1.0220,0.0580,-0.0800
11656918,K01945.01,Kepler-1023 b,CANDIDATE,62.138597900,2.0870000e-04,-2.0870000e-04,5.14,8.300e-01,-2.470e+00,2,1.6210,0.2600,-0.7790,0.9410,0.0720,-0.1090
11656918,K01945.02,,CANDIDATE,17.118103600,9.0620000e-04,-9.0620000e-04,1.22,4.600e-01,-9.000e-02,2,0.9290,0.3500,-0.0700,1.0310,0.1340,-0.1120
4636578,K02025.01,Kepler-350 c,CANDIDATE,17.848508350,6.4990000e-05,-6.4990000e-05,3.29,5.900e-01,-6.000e-01,3,1.4650,0.2650,-0.2650,1.1110,0.1160,-0.0930
4636578,K02025.02,Kepler-350 d,CANDIDATE,26.136344300,1.1420000e-04,-1.1420000e-04,2.80,5.100e-01,-5.100e-01,3,1.4650,0.2650,-0.2650,1.1110,0.1160,-0.0930
4636578,K02025.03,Kepler-350 b,CANDIDATE,11.189570900,8.6760000e-05,-8.6760000e-05,1.81,3.300e-01,-3.300e-01,3,1.4650,0.2650,-0.2650,1.1110,0.1160,-0.0930
9872283,K01815.01,Kepler-960 b,CANDIDATE,3.126861192,1.6920000e-06,-1.6920000e-06,5.12,3.270e+00,-2.980e+00,2,1.7490,1.1190,-1.0170,0.9700,0.2090,-0.1520
4851530,K01884.01,,CANDIDATE,23.117072220,4.9170000e-05,-4.9170000e-05,4.37,6.200e-01,-5.600e-01,2,0.7960,0.1120,-0.1020,0.7390,0.1120,-0.0520
4851530,K01884.02,,CANDIDATE,4.775021170,1.7840000e-05,-1.7840000e-05,1.73,2.400e-01,-2.200e-01,2,0.7960,0.1120,-0.1020,0.7390,0.1120,-0.0520
7747425,K01952.01,Kepler-341 c,CANDIDATE,8.010392900,2.7950000e-05,-2.7950000e-05,1.88,2.700e-01,-2.700e-01,4,1.1110,0.1600,-0.1600,0.9570,0.0680,-0.0500
7747425,K01952.02,Kepler-341 d,CANDIDATE,27.666637500,2.0490000e-04,-2.0490000e-04,2.04,3.000e-01,-2.900e-01,4,1.1110,0.1600,-0.1600,0.9570,0.0680,-0.0500
7747425,K01952.03,Kepler-341 b,CANDIDATE,5.195593980,5.2840000e-05,-5.2840000e-05,1.18,1.700e-01,-1.700e-01,4,1.1110,0.1600,-0.1600,0.9570,0.0680,-0.0500
7102316,K02028.01,Kepler-351 c,CANDIDATE,57.248851800,3.2400000e-04,-3.2400000e-04,3.19,8.800e-01,-2.900e-01,3,0.8460,0.2330,-0.0780,0.9100,0.1040,-0.0950
7102316,K02028.02,Kepler-351 b,CANDIDATE,37.055172600,2.6080000e-04,-2.6080000e-04,3.19,8.800e-01,-2.900e-01,3,0.8460,0.2330,-0.0780,0.9100,0.1040,-0.0950
9489524,K02029.01,Kepler-352 c,CANDIDATE,16.332699810,7.7670000e-05,-7.7670000e-05,1.61,1.100e-01,-9.000e-02,4,0.7720,0.0550,-0.0410,0.7960,0.0460,-0.0460
