# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri May 12 10:17:15 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum >= 2
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
Kepler-132 b,Kepler-132,0,2,4,Kepler,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,6.17800000,,,0,2.170,,,0,,,,,,,,,,,,,
Kepler-132 b,Kepler-132,1,2,4,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.17819600,0.00002200,-0.00002200,0,1.210,0.240,-0.240,0,,,,,,,,,,,,,
Kepler-132 b,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,6.17828255,0.00003880,-0.00003880,0,1.040,0.190,-0.110,0,,,,,,,,,,0.000000,,,0
Kepler-132 b,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,6.17828255,0.00003880,-0.00003880,0,1.040,0.190,-0.110,0,,,,,,,,,,0.000000,,,0
Kepler-132 b,Kepler-132,0,2,4,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,6.17809900,0.00001474,-0.00001474,0,,,,,,,,,,,,,,,,,
Kepler-132 b,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,6.17817366,0.00001389,-0.00001389,0,1.220,0.170,-0.190,0,,,,,,,,,,0.000000,,,0
Kepler-132 b,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,6.17817366,0.00001389,-0.00001389,0,,,,0,,,,,,,,,,,,,0
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.41490515,0.00001324,-0.00001324,0,1.310,0.170,-0.150,0,,,,,,,,,,,,,
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,6.41484200,0.00004700,-0.00004700,0,1.280,0.130,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,6.41490515,0.00001324,-0.00001324,0,1.240,0.230,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,6.41490515,0.00001324,-0.00001324,0,1.240,0.230,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,6.41492075,0.00000251,-0.00000251,0,,,,,,,,,,,,,,,,,
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,6.41492365,0.00001122,-0.00001122,0,,,,,,,,,,,,,,,,,
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,6.41490515,0.00001324,-0.00001324,0,1.240,0.230,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-132 c,Kepler-132,1,2,4,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.41491400,0.00001900,-0.00001900,0,1.280,0.250,-0.250,0,,,,,,,,,,,,,
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,6.41491277,0.00001259,-0.00001259,0,,,,0,,,,,,,,,,,,,0
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,6.41500000,,,0,2.270,,,0,,,,,,,,,,,,,
Kepler-132 c,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,6.41491277,0.00001259,-0.00001259,0,1.400,0.200,-0.220,0,,,,,,,,,,0.000000,,,0
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,18.01018005,0.00003483,-0.00003483,0,,,,,,,,,,,,,,,,,
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,18.01001000,0.00015000,-0.00015000,0,1.680,0.180,-0.180,0,,,,,,,,,,0.000000,,,0
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,18.01017554,0.00004401,-0.00004401,0,1.410,0.250,-0.160,0,,,,,,,,,,0.000000,,,0
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,18.01000000,,,0,2.980,,,0,,,,,,,,,,,,,
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,18.01017833,0.00000318,-0.00000318,0,,,,,,,,,,,,,,,,,
Kepler-132 d,Kepler-132,1,2,4,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,18.01019900,0.00006700,-0.00006700,0,1.550,0.300,-0.300,0,,,,,,,,,,,,,
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,18.01017554,0.00004401,-0.00004401,0,1.410,0.250,-0.160,0,,,,,,,,,,0.000000,,,0
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.01017554,0.00004401,-0.00004401,0,1.430,0.200,-0.140,0,,,,,,,,,,,,,
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,18.01019956,0.00004374,-0.00004374,0,,,,0,,,,,,,,,,,,,0
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,18.01017554,0.00004401,-0.00004401,0,1.410,0.250,-0.160,0,,,,,,,,,,0.000000,,,0
Kepler-132 d,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,18.01019956,0.00004374,-0.00004374,0,1.930,0.270,-0.310,0,,,,,,,,,,0.000000,,,0
Kepler-132 e,Kepler-132,0,2,4,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,110.28653110,0.00051101,-0.00051101,0,,,,,,,,,,,,,,,,,
Kepler-132 e,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,110.28670310,0.00074280,-0.00074280,0,,,,0,,,,,,,,,,,,,0
Kepler-132 e,Kepler-132,0,2,4,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,110.28683856,0.00000295,-0.00000295,0,,,,,,,,,,,,,,,,,
Kepler-132 e,Kepler-132,1,2,4,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,110.28693740,0.00087800,-0.00087800,0,1.180,0.160,-0.120,0,,,,,,,,,,,,,
Kepler-132 e,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,110.28670310,0.00074280,-0.00074280,0,1.410,0.200,-0.230,0,,,,,,,,,,0.000000,,,0
Kepler-132 e,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,110.28693740,0.00087800,-0.00087800,0,1.140,0.200,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-132 e,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,110.28693740,0.00087800,-0.00087800,0,1.140,0.200,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-132 e,Kepler-132,0,2,4,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,110.28693740,0.00087800,-0.00087800,0,1.140,0.200,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-1321 b,Kepler-1321,0,1,3,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,11.12830596,0.00000199,-0.00000199,0,,,,,,,,,,,,,,,,,
Kepler-1321 b,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,11.12830484,0.00002043,-0.00002043,0,6.630,0.340,-0.460,0,,,,,,,,,,0.000000,,,0
Kepler-1321 b,Kepler-1321,0,1,3,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,5.814,0.806,-0.395,0,,,,,,,,,,,,,
Kepler-1321 b,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,11.12830484,0.00002043,-0.00002043,0,6.630,0.340,-0.460,0,,,,,,,,,,0.000000,,,0
Kepler-1321 b,Kepler-1321,0,1,3,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,11.12832144,0.00001748,-0.00001748,0,,,,,,,,,,,,,,,,,
Kepler-1321 b,Kepler-1321,1,1,3,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.12830484,0.00002043,-0.00002043,0,4.920,0.600,-0.610,0,,,,,,,,,,,,,
Kepler-1321 b,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,11.12830484,0.00002043,-0.00002043,0,6.630,0.340,-0.460,0,,,,,,,,,,0.000000,,,0
Kepler-1321 b,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,11.12827427,0.00002074,-0.00002074,0,4.040,0.240,-0.450,0,,,,,,,,,,0.000000,,,0
Kepler-1321 b,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,11.12827427,0.00002074,-0.00002074,0,,,,0,,,,,,,,,,,,,0
Kepler-1321 b,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,11.12831200,0.00002900,-0.00002900,0,5.800,2.900,-2.900,0,,,,,,,,,,0.000000,,,0
Kepler-1321 c,Kepler-1321,0,1,3,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,2.22648837,0.00000667,-0.00000667,0,,,,,,,,,,,,,,,,,
Kepler-1321 c,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,2.22649109,0.00000524,-0.00000524,0,3.260,0.170,-0.230,0,,,,,,,,,,0.000000,,,0
Kepler-1321 c,Kepler-1321,0,1,3,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,3.028,0.186,-0.139,0,,,,,,,,,,,,,
Kepler-1321 c,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,2.22649400,0.00000780,-0.00000780,0,3.100,1.900,-1.900,0,,,,,,,,,,0.000000,,,0
Kepler-1321 c,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,2.22649109,0.00000524,-0.00000524,0,3.260,0.170,-0.230,0,,,,,,,,,,0.000000,,,0
Kepler-1321 c,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,2.22649620,0.00000532,-0.00000532,0,2.100,0.130,-0.230,0,,,,,,,,,,0.000000,,,0
Kepler-1321 c,Kepler-1321,1,1,3,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.22649109,0.00000524,-0.00000524,0,2.400,0.300,-0.180,0,,,,,,,,,,,,,
Kepler-1321 c,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,2.22649620,0.00000532,-0.00000532,0,,,,0,,,,,,,,,,,,,0
Kepler-1321 c,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,2.22649109,0.00000524,-0.00000524,0,3.260,0.170,-0.230,0,,,,,,,,,,0.000000,,,0
Kepler-1321 c,Kepler-1321,0,1,3,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,2.22648583,0.00000289,-0.00000289,0,,,,,,,,,,,,,,,,,
Kepler-1321 d,Kepler-1321,1,1,3,Kepler,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.72092009,,,0,2.628,,,0,,,,,,,,,,,,,
Kepler-1321 d,Kepler-1321,0,1,3,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,5.72084100,0.00001057,-0.00001057,0,,,,,,,,,,,,,,,,,
Kepler-1321 d,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,5.72085600,0.00005000,-0.00005000,0,2.700,1.600,-1.600,0,,,,,,,,,,0.000000,,,0
Kepler-1321 d,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,5.72087524,0.00002644,-0.00002644,0,3.080,0.160,-0.210,0,,,,,,,,,,0.000000,,,0
Kepler-1321 d,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5.72084599,0.00003620,-0.00003620,0,1.780,0.110,-0.200,0,,,,,,,,,,0.000000,,,0
Kepler-1321 d,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,5.72087524,0.00002644,-0.00002644,0,3.080,0.160,-0.210,0,,,,,,,,,,0.000000,,,0
Kepler-1321 d,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,5.72084599,0.00003620,-0.00003620,0,,,,0,,,,,,,,,,,,,0
Kepler-1321 d,Kepler-1321,0,1,3,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,5.72087524,0.00002644,-0.00002644,0,3.080,0.160,-0.210,0,,,,,,,,,,0.000000,,,0
Kepler-1322 b,Kepler-1322,1,1,2,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.96286738,0.00000204,-0.00000204,0,1.610,0.200,-0.130,0,,,,,,,,,,,,,
Kepler-1322 b,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.96286417,0.00000211,-0.00000211,0,1.520,0.360,-0.150,0,,,,,,,,,,0.000000,,,0
Kepler-1322 b,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,0.96286820,0.00000250,-0.00000250,0,1.500,1.000,-1.000,0,,,,,,,,,,0.000000,,,0
Kepler-1322 b,Kepler-1322,0,1,2,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,0.96286869,0.00000247,-0.00000247,0,,,,,,,,,,,,,,,,,
Kepler-1322 b,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,0.96286417,0.00000211,-0.00000211,0,,,,0,,,,,,,,,,,,,0
Kepler-1322 b,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,0.96286738,0.00000204,-0.00000204,0,1.480,0.610,-0.120,0,,,,,,,,,,0.000000,,,0
Kepler-1322 b,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,0.96286738,0.00000204,-0.00000204,0,1.480,0.610,-0.120,0,,,,,,,,,,0.000000,,,0
Kepler-1322 b,Kepler-1322,0,1,2,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,1.827,0.300,-0.213,0,,,,,,,,,,,,,
Kepler-1322 b,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,0.96286738,0.00000204,-0.00000204,0,1.480,0.610,-0.120,0,,,,,,,,,,0.000000,,,0
Kepler-1322 c,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,6.46008273,0.00003108,-0.00003108,0,1.640,0.690,-0.120,0,,,,,,,,,,0.000000,,,0
Kepler-1322 c,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,6.46004728,0.00003015,-0.00003015,0,,,,0,,,,,,,,,,,,,0
Kepler-1322 c,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,6.46008273,0.00003108,-0.00003108,0,1.640,0.690,-0.120,0,,,,,,,,,,0.000000,,,0
Kepler-1322 c,Kepler-1322,1,1,2,Kepler,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.45998001,,,0,2.155,,,0,,,,,,,,,,,,,
Kepler-1322 c,Kepler-1322,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,6.46004728,0.00003015,-0.00003015,0,1.800,0.430,-0.170,0,,,,,,,,,,0.000000,,,0
