# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar 19 13:12:41 2020
#
# User preference: *
#
# CONSTRAINT:  where (koi_pdisposition like '%CANDIDATE%'
# CONSTRAINT:  and koi_period_str not null
# CONSTRAINT:  and koi_prad_str not null
# CONSTRAINT:  and koi_srad_str not null
# CONSTRAINT:  and koi_smass_str not null)
# CONSTRAINT:  order by kepoi_name asc, koi_period asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
kepid,kepoi_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
9347899,K00935.03,CANDIDATE,87.647606800,4.1970000e-04,-4.1970000e-04,4.00,0.60,-7.900e-01,1.2570,0.1870,-0.2500,0.9580,0.0760,-0.0680
9347899,K00935.04,CANDIDATE,9.617314260,3.3500000e-05,-3.3500000e-05,1.94,0.29,-3.800e-01,1.2570,0.1870,-0.2500,0.9580,0.0760,-0.0680
9388479,K00936.01,CANDIDATE,9.467821474,6.1290000e-06,-6.1290000e-06,2.13,0.19,-2.500e-01,0.4580,0.0400,-0.0550,0.4910,0.0340,-0.0630
9388479,K00936.02,CANDIDATE,0.893040969,4.6100000e-07,-4.6100000e-07,1.24,0.10,-1.500e-01,0.4580,0.0400,-0.0550,0.4910,0.0340,-0.0630
9406990,K00937.01,CANDIDATE,20.834267310,5.3580000e-05,-5.3580000e-05,2.74,0.69,-2.200e-01,0.8800,0.2210,-0.0690,0.9990,0.0670,-0.1170
9415172,K00938.01,CANDIDATE,9.946023570,2.0700000e-05,-2.0700000e-05,3.12,0.44,-4.300e-01,1.0130,0.1410,-0.1410,0.8670,0.0640,-0.0320
9415172,K00938.02,CANDIDATE,1.045621950,2.7170000e-06,-2.7170000e-06,1.45,0.20,-2.000e-01,1.0130,0.1410,-0.1410,0.8670,0.0640,-0.0320
9415172,K00938.03,CANDIDATE,5.714623960,3.2500000e-05,-3.2500000e-05,1.78,0.24,-2.500e-01,1.0130,0.1410,-0.1410,0.8670,0.0640,-0.0320
9466668,K00939.01,CANDIDATE,3.388012244,9.4900000e-06,-9.4900000e-06,2.11,0.33,-4.100e-01,1.2500,0.1960,-0.2400,0.9490,0.0800,-0.0460
9466668,K00939.02,CANDIDATE,5.839097610,2.0220000e-05,-2.0220000e-05,2.06,0.33,-3.900e-01,1.2500,0.1960,-0.2400,0.9490,0.0800,-0.0460
9466668,K00939.03,CANDIDATE,1.620467654,5.9240000e-06,-5.9240000e-06,1.57,0.24,-3.000e-01,1.2500,0.1960,-0.2400,0.9490,0.0800,-0.0460
9466668,K00939.04,CANDIDATE,10.681695100,5.1740000e-05,-5.1740000e-05,2.30,0.36,-4.400e-01,1.2500,0.1960,-0.2400,0.9490,0.0800,-0.0460
9479273,K00940.01,CANDIDATE,6.104849417,2.7110000e-06,-2.7110000e-06,3.18,0.17,-1.900e-01,0.7120,0.0380,-0.0420,0.7100,0.0480,-0.0310
9480189,K00941.01,CANDIDATE,6.581477136,5.4850000e-06,-5.4850000e-06,4.56,1.56,-7.200e-01,0.9730,0.3330,-0.1540,0.8680,0.0730,-0.0600
9480189,K00941.02,CANDIDATE,2.382652873,3.5950000e-06,-3.5950000e-06,2.74,0.94,-4.300e-01,0.9730,0.3330,-0.1540,0.8680,0.0730,-0.0600
9480189,K00941.03,CANDIDATE,24.664614160,4.0620000e-05,-4.0620000e-05,5.34,1.83,-8.400e-01,0.9730,0.3330,-0.1540,0.8680,0.0730,-0.0600
9512687,K00942.01,CANDIDATE,11.515171670,1.5660000e-05,-1.5660000e-05,2.90,0.40,-1.900e-01,0.7980,0.1080,-0.0540,0.9100,0.0470,-0.0930
9513865,K00943.01,CANDIDATE,3.601465336,5.9410000e-06,-5.9410000e-06,2.31,0.11,-1.800e-01,0.8550,0.0390,-0.0660,0.8050,0.0560,-0.0260
9595686,K00944.01,CANDIDATE,3.108251172,1.5900000e-06,-1.5900000e-06,4.43,0.74,-4.900e-01,0.8470,0.1410,-0.0940,0.8190,0.0960,-0.0700
9605514,K00945.01,CANDIDATE,25.847495800,1.7020000e-04,-1.7020000e-04,2.40,0.75,-2.500e-01,1.0310,0.3200,-0.1070,1.0840,0.1440,-0.1440
9605514,K00945.02,CANDIDATE,40.715561000,2.0960000e-04,-2.0960000e-04,2.70,0.84,-2.800e-01,1.0310,0.3200,-0.1070,1.0840,0.1440,-0.1440
9710326,K00947.01,CANDIDATE,28.599140310,5.4890000e-05,-5.4890000e-05,1.83,0.16,-2.100e-01,0.4610,0.0400,-0.0530,0.4700,0.0380,-0.0460
9761882,K00948.01,CANDIDATE,24.587163550,8.7390000e-05,-8.7390000e-05,2.37,0.41,-2.100e-01,0.7490,0.1300,-0.0650,0.8310,0.0800,-0.0890
9766437,K00949.01,CANDIDATE,12.532482220,2.2300000e-05,-2.2300000e-05,3.24,0.94,-3.200e-01,0.9040,0.2640,-0.0880,0.9910,0.1210,-0.1330
9772531,K00950.01,CANDIDATE,31.201692472,3.7010000e-06,-3.7010000e-06,8.31,0.52,-6.300e-01,0.4490,0.0280,-0.0340,0.4610,0.0280,-0.0310
9775938,K00951.01,CANDIDATE,13.197206940,1.2120000e-05,-1.2120000e-05,4.18,4.82,-6.000e-01,0.8850,1.0190,-0.1270,0.8270,0.0570,-0.0470
9775938,K00951.02,CANDIDATE,33.652847400,1.0540000e-04,-1.0540000e-04,3.05,3.52,-4.400e-01,0.8850,1.0190,-0.1270,0.8270,0.0570,-0.0470
9787239,K00952.01,CANDIDATE,5.901278150,7.0300000e-06,-7.0300000e-06,1.94,0.13,-2.000e-01,0.4980,0.0340,-0.0510,0.5090,0.0360,-0.0450
9787239,K00952.02,CANDIDATE,8.752096910,1.3060000e-05,-1.3060000e-05,1.83,0.13,-1.900e-01,0.4980,0.0340,-0.0510,0.5090,0.0360,-0.0450
9787239,K00952.03,CANDIDATE,22.780782410,3.9510000e-05,-3.9510000e-05,2.17,0.15,-2.200e-01,0.4980,0.0340,-0.0510,0.5090,0.0360,-0.0450
9787239,K00952.04,CANDIDATE,2.896005211,4.3170000e-06,-4.3170000e-06,1.23,0.08,-1.300e-01,0.4980,0.0340,-0.0510,0.5090,0.0360,-0.0450
9787239,K00952.05,CANDIDATE,0.742957911,2.3000000e-07,-2.3000000e-07,1.47,0.10,-1.500e-01,0.4980,0.0340,-0.0510,0.5090,0.0360,-0.0450
9820483,K00953.01,CANDIDATE,3.584101048,1.9160000e-06,-1.9160000e-06,4.66,1.34,-4.400e-01,0.9220,0.2640,-0.0880,1.0210,0.1110,-0.1220
9823457,K00954.01,CANDIDATE,8.115287270,1.3400000e-05,-1.3400000e-05,3.10,0.90,-3.000e-01,0.8870,0.2590,-0.0860,0.9780,0.1190,-0.1190
9823457,K00954.02,CANDIDATE,36.925040900,1.1650000e-04,-1.1650000e-04,3.01,0.88,-2.900e-01,0.8870,0.2590,-0.0860,0.9780,0.1190,-0.1190
9825625,K00955.01,CANDIDATE,7.039020160,1.4670000e-05,-1.4670000e-05,2.45,0.80,-2.700e-01,1.0580,0.3490,-0.1160,1.1080,0.1540,-0.1390
9875711,K00956.01,CANDIDATE,8.360870704,6.0610000e-06,-6.0610000e-06,3.67,0.22,-3.600e-01,0.8100,0.0490,-0.0790,0.7860,0.0450,-0.0450
1026957,K00958.01,CANDIDATE,21.761298120,1.7270000e-05,-1.7270000e-05,2.53,0.16,-1.000e-01,0.7200,0.0470,-0.0290,0.7810,0.0340,-0.0490
10002261,K00959.01,CANDIDATE,12.713794177,2.6000000e-07,-2.6000000e-07,2.31,0.00,0.000e+00,0.1160,0.0000,0.0000,0.0940,0.0000,0.0000
8561063,K00961.01,CANDIDATE,1.213770423,3.2700000e-07,-3.2700000e-07,0.78,0.20,-9.000e-02,0.1480,0.0390,-0.0170,0.1320,0.0390,-0.0130
8561063,K00961.03,CANDIDATE,1.865114193,1.0050000e-06,-1.0050000e-06,0.66,0.17,-8.000e-02,0.1480,0.0390,-0.0170,0.1320,0.0390,-0.0130
11180361,K00971.01,CANDIDATE,0.533059312,,,133.56,25.98,-7.791e+01,4.0510,0.7880,-2.3630,2.1660,0.3770,-0.7000
11013201,K00972.01,CANDIDATE,13.118962443,6.0390000e-06,-6.0390000e-06,8.25,0.45,-2.500e+00,4.2400,0.2270,-1.2840,2.0180,0.0290,-0.2480
9414417,K00974.01,CANDIDATE,53.505761100,1.5960000e-04,-1.5960000e-04,2.52,0.16,-1.200e-01,1.7620,0.1120,-0.0840,1.1740,0.1400,-0.0560
3632418,K00975.01,CANDIDATE,2.785821236,5.2580000e-06,-5.2580000e-06,1.69,0.11,-9.000e-02,1.7330,0.1180,-0.0950,1.1620,0.1470,-0.0790
11192141,K00977.01,CANDIDATE,1.353771892,3.7510000e-06,-3.7510000e-06,430.99,136.10,-4.862e+01,15.7600,4.9780,-1.7780,0.9310,0.4090,-0.0220
1161345,K00984.01,CANDIDATE,4.287466680,1.5240000e-05,-1.5240000e-05,2.29,0.22,-1.000e-01,0.8150,0.0800,-0.0340,0.9110,0.0360,-0.0640
2854698,K00986.01,CANDIDATE,8.187394430,1.9440000e-05,-1.9440000e-05,1.92,0.13,-1.400e-01,0.8490,0.0560,-0.0630,0.8210,0.0570,-0.0360
2854698,K00986.02,CANDIDATE,76.049816300,8.7760000e-04,-8.7760000e-04,1.75,0.11,-1.300e-01,0.8490,0.0560,-0.0630,0.8210,0.0570,-0.0360
7295235,K00987.01,CANDIDATE,3.179267286,3.2550000e-06,-3.2550000e-06,1.21,0.14,-6.000e-02,0.8570,0.1010,-0.0400,0.9600,0.0390,-0.0730
2302548,K00988.01,CANDIDATE,10.381224470,2.1310000e-05,-2.1310000e-05,2.18,0.15,-1.000e-01,0.7800,0.0550,-0.0350,0.8160,0.0470,-0.0410
2302548,K00988.02,CANDIDATE,24.570902300,1.0090000e-04,-1.0090000e-04,2.82,0.20,-1.200e-01,0.7800,0.0550,-0.0350,0.8160,0.0470,-0.0410
10154388,K00991.01,CANDIDATE,12.062229620,2.7500000e-05,-2.7500000e-05,1.62,0.21,-1.300e-01,0.9330,0.1200,-0.0800,0.8970,0.0610,-0.0500
1432789,K00992.01,CANDIDATE,9.931463070,5.1860000e-05,-5.1860000e-05,2.41,0.39,-3.500e-01,1.2200,0.1960,-0.1760,1.0350,0.0790,-0.0630
1432789,K00992.02,CANDIDATE,4.578343670,6.3820000e-05,-6.3820000e-05,1.44,0.23,-2.100e-01,1.2200,0.1960,-0.1760,1.0350,0.0790,-0.0630
1718189,K00993.01,CANDIDATE,21.853629050,9.2260000e-05,-9.2260000e-05,1.75,0.47,-1.600e-01,0.8760,0.2340,-0.0780,0.9700,0.0990,-0.1220
1718189,K00993.02,CANDIDATE,13.060793600,1.0530000e-04,-1.0530000e-04,1.45,0.38,-1.300e-01,0.8760,0.2340,-0.0780,0.9700,0.0990,-0.1220
1431122,K00994.01,CANDIDATE,4.298920100,2.0100000e-05,-2.0100000e-05,2.12,0.27,-2.700e-01,0.9860,0.1240,-0.1240,0.8610,0.0610,-0.0310
2165002,K00999.01,CANDIDATE,16.568068420,5.2260000e-05,-5.2260000e-05,2.54,0.15,-1.100e-01,0.7160,0.0400,-0.0320,0.7490,0.0430,-0.0430
2165002,K00999.02,CANDIDATE,47.332929900,3.4560000e-04,-3.4560000e-04,2.18,0.13,-9.000e-02,0.7160,0.0400,-0.0320,0.7490,0.0430,-0.0430
1871056,K01001.01,CANDIDATE,40.806533300,2.0830000e-04,-2.0830000e-04,3.71,0.62,-1.000e+00,2.0970,0.3500,-0.5690,1.4720,0.1260,-0.1980
1871056,K01001.02,CANDIDATE,140.107650000,1.8700000e-03,-1.8700000e-03,3.42,0.57,-9.300e-01,2.0970,0.3500,-0.5690,1.4720,0.1260,-0.1980
1865042,K01002.01,CANDIDATE,3.481591700,1.0360000e-05,-1.0360000e-05,1.17,0.14,-1.500e-01,1.0220,0.1290,-0.1290,0.9020,0.0610,-0.0380
5780460,K01005.01,CANDIDATE,35.617602330,5.2900000e-05,-5.2900000e-05,5.17,0.53,-5.900e-01,0.7790,0.0800,-0.0880,0.7370,0.1030,-0.0510
1725016,K01007.01,CANDIDATE,7.407425020,3.6600000e-05,-3.6600000e-05,2.01,0.62,-2.100e-01,0.9610,0.2970,-0.0990,1.0020,0.1400,-0.1270
8125580,K01014.01,CANDIDATE,17.317117390,4.6940000e-05,-4.6940000e-05,2.04,0.10,-1.100e-01,0.5020,0.0230,-0.0290,0.5200,0.0320,-0.0210
8158127,K01015.01,CANDIDATE,9.428898840,2.3540000e-05,-2.3540000e-05,4.39,0.61,-1.130e+00,1.8600,0.2590,-0.4810,1.2040,0.1330,-0.1330
8158127,K01015.02,CANDIDATE,4.088972990,2.1510000e-05,-2.1510000e-05,2.36,0.32,-6.100e-01,1.8600,0.2590,-0.4810,1.2040,0.1330,-0.1330
8158127,K01015.03,CANDIDATE,16.997289400,1.2860000e-04,-1.2860000e-04,3.14,0.43,-8.100e-01,1.8600,0.2590,-0.4810,1.2040,0.1330,-0.1330
8174625,K01017.01,CANDIDATE,17.444860160,4.9010000e-05,-4.9010000e-05,3.24,0.88,-4.700e-01,0.9660,0.2610,-0.1410,0.8820,0.1110,-0.0740
2716853,K01022.01,CANDIDATE,18.827440230,7.9340000e-05,-7.9340000e-05,2.70,0.78,-2.500e-01,0.8600,0.2460,-0.0820,0.9300,0.1040,-0.1040
2715135,K01024.01,CANDIDATE,5.747711909,7.4880000e-06,-7.4880000e-06,1.86,0.07,-9.000e-02,0.6320,0.0250,-0.0310,0.6370,0.0320,-0.0320
2164169,K01029.01,CANDIDATE,32.312286700,1.7360000e-04,-1.7360000e-04,4.84,0.79,-1.060e+00,1.4940,0.2440,-0.3260,1.0430,0.1070,-0.0800
2574338,K01030.01,CANDIDATE,9.229613840,4.2780000e-05,-4.2780000e-05,2.79,0.47,-1.900e-01,1.2520,0.2120,-0.0850,1.2730,0.0770,-0.0850
2584163,K01031.01,CANDIDATE,14.559855600,1.6120000e-04,-1.6120000e-04,1.64,0.49,-2.100e-01,0.9660,0.2870,-0.1230,0.9830,0.1320,-0.1190
5809890,K01050.01,CANDIDATE,1.269091415,1.0110000e-06,-1.0110000e-06,1.41,0.10,-6.000e-02,0.7660,0.0510,-0.0370,0.8070,0.0430,-0.0430
5809890,K01050.02,CANDIDATE,2.853133997,4.3560000e-06,-4.3560000e-06,1.36,0.10,-6.000e-02,0.7660,0.0510,-0.0370,0.8070,0.0430,-0.0430
6131236,K01051.01,CANDIDATE,6.796853530,2.2470000e-05,-2.2470000e-05,2.01,0.62,-2.000e-01,0.9700,0.3000,-0.1000,1.0500,0.1420,-0.1420
5956342,K01052.01,CANDIDATE,17.029027860,7.5320000e-05,-7.5320000e-05,2.54,0.38,-4.100e-01,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
5956342,K01052.02,CANDIDATE,6.846192360,4.0360000e-05,-4.0360000e-05,1.67,0.25,-2.700e-01,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
5956342,K01052.03,CANDIDATE,67.832163800,9.1190000e-04,-9.1190000e-04,2.39,0.35,-3.800e-01,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
5956342,K01052.04,CANDIDATE,43.131214700,3.5820000e-04,-3.5820000e-04,2.39,0.35,-3.900e-01,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
5956656,K01053.01,CANDIDATE,1.224866441,4.1350000e-06,-4.1350000e-06,1.54,0.23,-2.200e-01,1.1070,0.1610,-0.1610,0.9330,0.0670,-0.0430
5956656,K01053.02,CANDIDATE,46.245164000,4.9250000e-04,-4.9250000e-04,2.46,0.36,-3.600e-01,1.1070,0.1610,-0.1610,0.9330,0.0670,-0.0430
6124941,K01058.01,CANDIDATE,5.670155713,5.4410000e-06,-5.4410000e-06,5.85,2.81,-1.220e+00,0.1830,0.0880,-0.0380,0.1640,0.1030,-0.0340
6060203,K01059.01,CANDIDATE,1.022678654,2.7120000e-06,-2.7120000e-06,1.14,0.13,-1.600e-01,1.0200,0.1180,-0.1450,0.8750,0.0640,-0.0320
5880320,K01060.01,CANDIDATE,12.109687090,6.2320000e-05,-6.2320000e-05,2.98,0.46,-6.900e-01,1.4580,0.2260,-0.3390,0.9600,0.0880,-0.0800
5880320,K01060.02,CANDIDATE,4.757961030,3.4480000e-05,-3.4480000e-05,1.70,0.27,-3.900e-01,1.4580,0.2260,-0.3390,0.9600,0.0880,-0.0800
5880320,K01060.03,CANDIDATE,20.497275500,3.3400000e-04,-3.3400000e-04,2.96,0.46,-6.900e-01,1.4580,0.2260,-0.3390,0.9600,0.0880,-0.0800
5880320,K01060.04,CANDIDATE,8.193450650,7.0890000e-05,-7.0890000e-05,1.74,0.27,-4.000e-01,1.4580,0.2260,-0.3390,0.9600,0.0880,-0.0800
6037187,K01061.01,CANDIDATE,41.805954400,2.1530000e-04,-2.1530000e-04,2.02,0.61,-2.600e-01,0.9730,0.2940,-0.1260,0.9610,0.1320,-0.1080
8218274,K01064.01,CANDIDATE,1.187352427,2.5300000e-07,-2.5300000e-07,67.35,20.04,-1.642e+01,1.4890,0.4430,-0.3630,1.2430,0.1920,-0.1920
8260218,K01066.01,CANDIDATE,5.714817603,1.2490000e-06,-1.2490000e-06,9.29,2.47,-9.900e-01,0.8420,0.2240,-0.0900,0.8690,0.1000,-0.0900
8222813,K01069.01,CANDIDATE,8.704205250,1.3200000e-05,-1.3200000e-05,2.86,0.13,-2.400e-01,0.8630,0.0390,-0.0720,0.8090,0.0600,-0.0260
8222813,K01069.02,CANDIDATE,2.466970390,6.2980000e-06,-6.2980000e-06,1.56,0.07,-1.300e-01,0.8630,0.0390,-0.0720,0.8090,0.0600,-0.0260
8240904,K01070.01,CANDIDATE,6.618363090,2.5290000e-05,-2.5290000e-05,2.98,0.49,-6.600e-01,1.2940,0.2140,-0.2850,0.9470,0.0670,-0.0440
8240904,K01070.02,CANDIDATE,107.721409200,8.2830000e-04,-8.2830000e-04,4.75,0.79,-1.050e+00,1.2940,0.2140,-0.2850,0.9470,0.0670,-0.0440
8229696,K01072.01,CANDIDATE,10.128051580,2.9840000e-05,-2.9840000e-05,1.95,0.24,-1.100e-01,0.8200,0.1020,-0.0440,0.8650,0.0480,-0.0580
10272640,K01074.01,CANDIDATE,3.770551475,4.8690000e-06,-4.8690000e-06,12.05,4.08,-1.350e+00,1.0750,0.3640,-0.1210,1.1240,0.1640,-0.1480
10232123,K01075.01,CANDIDATE,1.343767797,3.2000000e-07,-3.2000000e-07,18.66,3.99,-9.300e+00,2.3120,0.4940,-1.1520,1.2300,0.1930,-0.2890
10166274,K01078.01,CANDIDATE,3.353732008,3.9960000e-06,-3.9960000e-06,1.65,0.12,-1.900e-01,0.4600,0.0350,-0.0530,0.4670,0.0380,-0.0460
10166274,K01078.02,CANDIDATE,6.877446033,8.8930000e-06,-8.8930000e-06,2.05,0.16,-2.400e-01,0.4600,0.0350,-0.0530,0.4670,0.0380,-0.0460
10166274,K01078.03,CANDIDATE,28.464648040,8.8050000e-05,-8.8050000e-05,1.87,0.14,-2.200e-01,0.4600,0.0350,-0.0530,0.4670,0.0380,-0.0460
10141900,K01082.01,CANDIDATE,6.503270350,3.1340000e-05,-3.1340000e-05,1.67,0.08,-1.200e-01,0.8430,0.0400,-0.0600,0.8000,0.0480,-0.0280
10141900,K01082.02,CANDIDATE,4.096676240,1.9560000e-05,-1.9560000e-05,1.42,0.07,-1.000e-01,0.8430,0.0400,-0.0600,0.8000,0.0480,-0.0280
10141900,K01082.03,CANDIDATE,1.196548464,3.7490000e-06,-3.7490000e-06,1.25,0.06,-9.000e-02,0.8430,0.0400,-0.0600,0.8000,0.0480,-0.0280
10141900,K01082.04,CANDIDATE,9.655047300,7.3300000e-05,-7.3300000e-05,1.45,0.06,-1.100e-01,0.8430,0.0400,-0.0600,0.8000,0.0480,-0.0280
10157458,K01083.01,CANDIDATE,7.336851010,3.6700000e-05,-3.6700000e-05,1.52,0.45,-1.400e-01,0.8480,0.2520,-0.0790,0.9380,0.0980,-0.1200
10157458,K01083.02,CANDIDATE,4.577974120,4.2600000e-05,-4.2600000e-05,0.96,0.28,-9.000e-02,0.8480,0.2520,-0.0790,0.9380,0.0980,-0.1200
10118816,K01085.01,CANDIDATE,7.717906750,4.4870000e-05,-4.4870000e-05,0.90,0.06,-7.000e-02,0.5090,0.0370,-0.0370,0.5350,0.0300,-0.0410
10122255,K01086.01,CANDIDATE,27.665284700,1.3000000e-04,-1.3000000e-04,2.21,0.64,-3.500e-01,1.0170,0.2980,-0.1610,0.9390,0.1310,-0.0950
3247268,K01089.01,CANDIDATE,86.678560520,6.2620000e-05,-6.2620000e-05,9.83,1.48,-1.200e+00,1.0810,0.1620,-0.1320,0.9570,0.0780,-0.0560
3247268,K01089.02,CANDIDATE,12.218280970,1.1280000e-05,-1.1280000e-05,5.10,0.76,-6.200e-01,1.0810,0.1620,-0.1320,0.9570,0.0780,-0.0560
2721030,K01094.01,CANDIDATE,6.100276210,1.6210000e-05,-1.6210000e-05,2.59,0.82,-2.800e-01,0.9370,0.2990,-0.1000,1.0260,0.1290,-0.1290
3329204,K01095.01,CANDIDATE,51.598095540,4.6310000e-05,-4.6310000e-05,6.57,1.90,-5.900e-01,0.8590,0.2480,-0.0780,0.9570,0.0940,-0.1150
2853093,K01099.01,CANDIDATE,161.527834700,3.2060000e-04,-3.2060000e-04,8.19,1.36,-1.230e+00,1.2130,0.2010,-0.1830,1.0330,0.0740,-0.0670
3245969,K01101.01,CANDIDATE,11.391023580,8.8580000e-05,-8.8580000e-05,1.67,0.21,-1.200e-01,0.7280,0.0920,-0.0500,0.8360,0.0430,-0.0860
3231341,K01102.01,CANDIDATE,12.333438530,7.7670000e-05,-7.7670000e-05,4.12,0.61,-8.400e-01,1.2400,0.1830,-0.2510,0.8840,0.0730,-0.0540
3231341,K01102.02,CANDIDATE,8.145159810,4.3800000e-05,-4.3800000e-05,3.43,0.50,-7.000e-01,1.2400,0.1830,-0.2510,0.8840,0.0730,-0.0540
3231341,K01102.03,CANDIDATE,18.998527900,1.7990000e-04,-1.7990000e-04,43.17,6.37,-8.740e+00,1.2400,0.1830,-0.2510,0.8840,0.0730,-0.0540
3231341,K01102.04,CANDIDATE,4.244390490,2.7170000e-05,-2.7170000e-05,2.07,0.30,-4.200e-01,1.2400,0.1830,-0.2510,0.8840,0.0730,-0.0540
2860866,K01103.01,CANDIDATE,90.124050700,4.4330000e-04,-4.4330000e-04,7.12,2.41,-8.000e-01,1.2150,0.4100,-0.1370,1.2790,0.1650,-0.2020
3240158,K01106.01,CANDIDATE,7.426081230,1.8800000e-05,-1.8800000e-05,2.47,0.39,-2.300e-01,1.1760,0.1840,-0.1070,1.1400,0.0680,-0.0810
3240158,K01106.02,CANDIDATE,15.986893200,2.8280000e-04,-2.8280000e-04,1.62,0.25,-1.500e-01,1.1760,0.1840,-0.1070,1.1400,0.0680,-0.0810
3240158,K01106.03,CANDIDATE,13.229820300,2.7830000e-04,-2.7830000e-04,1.50,0.24,-1.400e-01,1.1760,0.1840,-0.1070,1.1400,0.0680,-0.0810
3218908,K01108.01,CANDIDATE,18.925372460,5.2310000e-05,-5.2310000e-05,13.92,2.00,-4.660e+00,4.8850,0.7010,-1.6360,1.8080,0.1810,-0.5780
3218908,K01108.02,CANDIDATE,1.475323222,4.3920000e-06,-4.3920000e-06,5.88,0.85,-1.970e+00,4.8850,0.7010,-1.6360,1.8080,0.1810,-0.5780
3218908,K01108.03,CANDIDATE,4.152461180,1.5840000e-05,-1.5840000e-05,7.62,1.09,-2.550e+00,4.8850,0.7010,-1.6360,1.8080,0.1810,-0.5780
2837111,K01110.01,CANDIDATE,8.734885200,4.4250000e-05,-4.4250000e-05,1.59,0.52,-1.700e-01,0.9600,0.3140,-0.1050,1.0470,0.1290,-0.1420
3109930,K01112.01,CANDIDATE,37.810264900,2.1470000e-04,-2.1470000e-04,2.33,0.72,-2.900e-01,0.9730,0.3020,-0.1210,0.9760,0.1290,-0.1160
2854914,K01113.01,CANDIDATE,25.934064060,7.9120000e-05,-7.9120000e-05,2.48,0.42,-3.400e-01,1.2250,0.2070,-0.1700,1.0590,0.0930,-0.0700
2854914,K01113.02,CANDIDATE,83.446348500,3.6950000e-04,-3.6950000e-04,2.73,0.47,-3.700e-01,1.2250,0.2070,-0.1700,1.0590,0.0930,-0.0700
3116412,K01115.01,CANDIDATE,12.992048530,5.1570000e-05,-5.1570000e-05,2.03,0.30,-3.400e-01,1.2420,0.1880,-0.2090,0.9680,0.0800,-0.0660
2849805,K01116.01,CANDIDATE,3.749105745,7.0110000e-06,-7.0110000e-06,1.68,0.26,-1.300e-01,0.9830,0.1490,-0.0800,0.9870,0.0680,-0.0680
3114811,K01117.01,CANDIDATE,11.089566020,4.3970000e-05,-4.3970000e-05,3.51,0.36,-1.010e+00,2.8670,0.2950,-0.8260,1.4970,0.1720,-0.2290
2853446,K01118.01,CANDIDATE,7.372903440,2.7320000e-05,-2.7320000e-05,2.67,0.42,-3.100e-01,1.0700,0.1680,-0.1260,0.9820,0.0710,-0.0710
6359320,K01127.01,CANDIDATE,5.326672990,1.9620000e-05,-1.9620000e-05,2.26,0.74,-2.300e-01,0.9210,0.3010,-0.0940,1.0160,0.1150,-0.1270
6359320,K01127.02,CANDIDATE,8.128093300,1.1070000e-04,-1.1070000e-04,1.39,0.45,-1.400e-01,0.9210,0.3010,-0.0940,1.0160,0.1150,-0.1270
6359320,K01127.03,CANDIDATE,2.836689310,2.8190000e-05,-2.8190000e-05,1.19,0.39,-1.200e-01,0.9210,0.3010,-0.0940,1.0160,0.1150,-0.1270
6362874,K01128.01,CANDIDATE,0.974868896,7.6600000e-07,-7.6600000e-07,1.16,0.12,-6.000e-02,0.8320,0.0930,-0.0400,0.9240,0.0380,-0.0710
6272413,K01129.01,CANDIDATE,4.897210060,1.9960000e-05,-1.9960000e-05,1.48,0.18,-1.800e-01,0.8470,0.1020,-0.1020,0.7940,0.0930,-0.0620
8435247,K01131.01,CANDIDATE,0.696125302,3.1500000e-07,-3.1500000e-07,28.44,3.25,-2.660e+00,0.6740,0.0770,-0.0630,0.6520,0.0800,-0.0320
8397675,K01140.01,CANDIDATE,0.553261874,9.3000000e-08,-9.3000000e-08,97.36,29.10,-6.789e+01,3.1420,0.9390,-2.1910,1.3250,0.1680,-0.4690
8346392,K01141.01,CANDIDATE,5.728126160,2.0770000e-05,-2.0770000e-05,1.38,0.09,-8.000e-02,0.5480,0.0330,-0.0330,0.5670,0.0280,-0.0380
8288947,K01142.01,CANDIDATE,3.755742670,1.0680000e-05,-1.0680000e-05,1.58,0.27,-1.200e-01,0.7880,0.1330,-0.0610,0.8840,0.0700,-0.0960
